Code__c,Name,IsActive__c
9113,MOTION PICTURE EXHIBITION,TRUE
9121,RADIO SERVICES,TRUE
9122,TELEVISION SERVICES,TRUE
9210,LIBRARIES,TRUE
9220,MUSEUMS,TRUE
9231,ZOOLOGICAL & BOTANIC GARDENS,TRUE
9239,RECREATIONAL PARKS & GARDENS,TRUE
9241,MUSIC & THEATRE PRODUCTIONS,TRUE
9242,CREATIVE ARTS,TRUE
9251,SOUND RECORDING STUDIOS,TRUE
9252,PERFORMING ARTS VENUES,TRUE
9259,SERVICES TO THE ARTS n.e.c.,TRUE
9311,HORSE & DOG RACING,TRUE
9312,SPORTS GROUNDS & FACILITIES n.e.c.,TRUE
9313,GOLF COURSES n.e.c.,TRUE
9314,GYMNASIUM,TRUE
9319,SPORTS & SERVICES TO SPORTS n.e.c.,TRUE
9321,LOTTERIES,TRUE
9322,CASINOS,TRUE
9329,GAMBLING SERVICES n.e.c.,TRUE
9330,OTHER RECREATION SERVICES,TRUE
9331,THEME PARK,TRUE
9332,MARINA OPERATION (MAINLY LEISURE),TRUE
9333,Tourist Operation N.E.C.,TRUE
9339,RECREATION SERVICES n.e.c.,TRUE
9511,VIDEO HIRE OUTLETS,TRUE
9519,PERSONAL & HOUSEHOLD GOODS HIRING n.e.c.,TRUE
9521,LAUNDRIES & DRY CLEANERS,TRUE
9522,PHOTOGRAPHIC FILM PROCESSING,TRUE
9523,PHOTOGRAPHIC STUDIOS,TRUE
9524,FUNERAL DIRECTOR CREMATORIA & CEMETERIES,TRUE
9525,GARDENING SERVICES,TRUE
9526,HAIRDRESSING & BEAUTY SALONS,TRUE
9529,PERSONAL SERVICES n.e.c.,TRUE
9610,RELIGIOUS ORGANISATIONS,TRUE
9611,CHURCH TEMPLE OR SYNAGOGUE OPERATION,TRUE
9619,RELIGIOUS ORGANISATION OPERATION n.e.c.,TRUE
9621,BUSINESS & PROFESSIONAL ASSOCIATIONS,TRUE
9622,LABOUR ASSOCIATIONS,TRUE
9623,Social Clubs,TRUE
9624,Flatting Situation (Flatmates),TRUE
9629,INTEREST GROUPS n.e.c.,TRUE
9631,POLICE SERVICES,TRUE
9632,CORRECTIVE CENTRES,TRUE
9633,FIRE BRIGADE SERVICES,TRUE
9634,WASTE DISPOSAL SERVICES,TRUE
9635,Recycling,TRUE
9700,PRIVATE HOUSEHOLDS EMPLOYING STAFF,TRUE
9810,CONSUMER - HOUSING MORTGAGE,TRUE
9820,CONSUMER - RIPL,TRUE
9830,CONSUMER - OTHER,TRUE
9860,HOUSING (BUSINESS RELATED)-SECURED BY MORT,TRUE
9880,HOUSING (BUSINESS RELATED) - UNSECURED,TRUE
9888,CONSUMER HOUSING (BUSINESS RELATED) - TRUSTS,TRUE
9889,CONSUMER HOUSING (BUSINESS RELATED)-NON RESIDENTIAL,TRUE
9890,CONSUMER (BUSINESS RELATED)-NOT CLASSIFIED,TRUE
9990,Family Trust (Household),TRUE
